impression_id,anonymous_id,item_id,position,retrieval_score,rank_score,final_score,served_at,label,is_warm_user,user_click_count,item_age_hours
da6ea43f-4588-4b25-8010-d72d884248f6,john,N58837,3,0.0,0.33333334,0.33333334,2026-01-28 18:53:13.669989+00:00,0,0,0,0.35171488
da6ea43f-4588-4b25-8010-d72d884248f6,john,N22980,4,0.0,0.25,0.25,2026-01-28 18:53:13.669989+00:00,0,0,0,0.35171488
da6ea43f-4588-4b25-8010-d72d884248f6,john,N61116,5,0.0,0.2,0.2,2026-01-28 18:53:13.669989+00:00,0,0,0,0.35171488
da6ea43f-4588-4b25-8010-d72d884248f6,john,N33259,6,0.0,0.16666667,0.16666667,2026-01-28 18:53:13.669989+00:00,0,0,0,0.35171488
da6ea43f-4588-4b25-8010-d72d884248f6,john,N33263,7,0.0,0.14285715,0.14285715,2026-01-28 18:53:13.669989+00:00,0,0,0,0.35171488
da6ea43f-4588-4b25-8010-d72d884248f6,john,N56413,8,0.0,0.125,0.125,2026-01-28 18:53:13.669989+00:00,0,0,0,0.35171488
da6ea43f-4588-4b25-8010-d72d884248f6,john,N57928,9,0.0,0.11111111,0.11111111,2026-01-28 18:53:13.669989+00:00,0,0,0,0.35171488
da6ea43f-4588-4b25-8010-d72d884248f6,john,N31250,10,0.0,0.1,0.099473685,2026-01-28 18:53:13.669989+00:00,0,0,0,0.35171488
681987b0-1cf6-40b6-b5c8-e4f58fb43069,john,N52176,1,0.0,1.0,1.0,2026-01-28 18:53:22.597113+00:00,0,0,0,0.3541946
681987b0-1cf6-40b6-b5c8-e4f58fb43069,john,N15288,2,0.0,0.5,0.5,2026-01-28 18:53:22.597113+00:00,0,0,0,0.3541946
681987b0-1cf6-40b6-b5c8-e4f58fb43069,john,N34965,3,0.0,0.33333334,0.33333334,2026-01-28 18:53:22.597113+00:00,0,0,0,0.3541946
681987b0-1cf6-40b6-b5c8-e4f58fb43069,john,N27740,4,0.0,0.25,0.2485294,2026-01-28 18:53:22.597113+00:00,0,0,0,0.3541946
681987b0-1cf6-40b6-b5c8-e4f58fb43069,john,N14413,5,0.0,0.2,0.2,2026-01-28 18:53:22.597113+00:00,0,0,0,0.3541946
681987b0-1cf6-40b6-b5c8-e4f58fb43069,john,N23442,6,0.0,0.16666667,0.16568628,2026-01-28 18:53:22.597113+00:00,0,0,0,0.3541946
681987b0-1cf6-40b6-b5c8-e4f58fb43069,john,N52540,7,0.0,0.14285715,0.14285715,2026-01-28 18:53:22.597113+00:00,0,0,0,0.3541946
681987b0-1cf6-40b6-b5c8-e4f58fb43069,john,N62176,8,0.0,0.125,0.125,2026-01-28 18:53:22.597113+00:00,0,0,0,0.3541946
681987b0-1cf6-40b6-b5c8-e4f58fb43069,john,N24342,9,0.0,0.11111111,0.110416666,2026-01-28 18:53:22.597113+00:00,0,0,0,0.3541946
681987b0-1cf6-40b6-b5c8-e4f58fb43069,john,N29341,10,0.0,0.1,0.1,2026-01-28 18:53:22.597113+00:00,0,0,0,0.3541946
e9bbbe51-c93e-4cd3-8bc8-59e74e5d6194,ajay,N57424,1,0.0,1.0,1.0,2026-01-28 18:54:56.530588+00:00,0,0,0,0.38028726
e9bbbe51-c93e-4cd3-8bc8-59e74e5d6194,ajay,N20182,2,0.0,0.5,0.5,2026-01-28 18:54:56.530588+00:00,0,0,0,0.38028726
e9bbbe51-c93e-4cd3-8bc8-59e74e5d6194,ajay,N9805,3,0.0,0.33333334,0.33333334,2026-01-28 18:54:56.530588+00:00,0,0,0,0.38028726
e9bbbe51-c93e-4cd3-8bc8-59e74e5d6194,ajay,N25713,4,0.0,0.25,0.25,2026-01-28 18:54:56.530588+00:00,0,0,0,0.38028726
e9bbbe51-c93e-4cd3-8bc8-59e74e5d6194,ajay,N56903,5,0.0,0.2,0.2,2026-01-28 18:54:56.530588+00:00,0,0,0,0.38028726
e9bbbe51-c93e-4cd3-8bc8-59e74e5d6194,ajay,N54981,6,0.0,0.16666667,0.16666667,2026-01-28 18:54:56.530588+00:00,0,0,0,0.38028726
e9bbbe51-c93e-4cd3-8bc8-59e74e5d6194,ajay,N55294,7,0.0,0.14285715,0.14285715,2026-01-28 18:54:56.530588+00:00,0,0,0,0.38028726
e9bbbe51-c93e-4cd3-8bc8-59e74e5d6194,ajay,N51911,8,0.0,0.125,0.125,2026-01-28 18:54:56.530588+00:00,0,0,0,0.38028726
e9bbbe51-c93e-4cd3-8bc8-59e74e5d6194,ajay,N43374,9,0.0,0.11111111,0.110526316,2026-01-28 18:54:56.530588+00:00,0,0,0,0.38028726
e9bbbe51-c93e-4cd3-8bc8-59e74e5d6194,ajay,N8121,10,0.0,0.1,0.1,2026-01-28 18:54:56.530588+00:00,0,0,0,0.38028726
a6fda7a8-bbfd-44b9-9d72-0b70cd6c1bf3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N38211,1,0.0,1.0,1.0,2026-01-28 18:57:04.624481+00:00,0,0,0,0.4158689
a6fda7a8-bbfd-44b9-9d72-0b70cd6c1bf3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N11815,2,0.0,0.5,0.5,2026-01-28 18:57:04.624481+00:00,0,0,0,0.4158689
a6fda7a8-bbfd-44b9-9d72-0b70cd6c1bf3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N43390,3,0.0,0.33333334,0.33333334,2026-01-28 18:57:04.624481+00:00,0,0,0,0.4158689
a6fda7a8-bbfd-44b9-9d72-0b70cd6c1bf3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N58523,4,0.0,0.25,0.25,2026-01-28 18:57:04.624481+00:00,0,0,0,0.4158689
a6fda7a8-bbfd-44b9-9d72-0b70cd6c1bf3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N12423,5,0.0,0.2,0.19928572,2026-01-28 18:57:04.624481+00:00,0,0,0,0.4158689
a6fda7a8-bbfd-44b9-9d72-0b70cd6c1bf3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N43978,6,0.0,0.16666667,0.16666667,2026-01-28 18:57:04.624481+00:00,0,0,0,0.4158689
a6fda7a8-bbfd-44b9-9d72-0b70cd6c1bf3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N33347,7,0.0,0.14285715,0.14232804,2026-01-28 18:57:04.624481+00:00,0,0,0,0.4158689
a6fda7a8-bbfd-44b9-9d72-0b70cd6c1bf3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N34333,8,0.0,0.125,0.125,2026-01-28 18:57:04.624481+00:00,0,0,0,0.4158689
a6fda7a8-bbfd-44b9-9d72-0b70cd6c1bf3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N60726,9,0.0,0.11111111,0.11111111,2026-01-28 18:57:04.624481+00:00,0,0,0,0.4158689
a6fda7a8-bbfd-44b9-9d72-0b70cd6c1bf3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N39564,10,0.0,0.1,0.0995,2026-01-28 18:57:04.624481+00:00,0,0,0,0.4158689
86b8fc3d-fd0c-45aa-b3a8-dc7bd9c40318,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N59338,1,0.0,1.0,1.0,2026-01-28 18:57:13.301213+00:00,0,0,0,0.4182791
86b8fc3d-fd0c-45aa-b3a8-dc7bd9c40318,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N14664,2,0.0,0.5,0.5,2026-01-28 18:57:13.301213+00:00,0,0,0,0.4182791
86b8fc3d-fd0c-45aa-b3a8-dc7bd9c40318,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N16247,3,0.0,0.33333334,0.33333334,2026-01-28 18:57:13.301213+00:00,0,0,0,0.4182791
86b8fc3d-fd0c-45aa-b3a8-dc7bd9c40318,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N57699,4,0.0,0.25,0.25,2026-01-28 18:57:13.301213+00:00,0,0,0,0.4182791
86b8fc3d-fd0c-45aa-b3a8-dc7bd9c40318,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N28397,5,0.0,0.2,0.2,2026-01-28 18:57:13.301213+00:00,0,0,0,0.4182791
86b8fc3d-fd0c-45aa-b3a8-dc7bd9c40318,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N42525,6,0.0,0.16666667,0.16568628,2026-01-28 18:57:13.301213+00:00,0,0,0,0.4182791
86b8fc3d-fd0c-45aa-b3a8-dc7bd9c40318,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N46551,7,0.0,0.14285715,0.14217687,2026-01-28 18:57:13.301213+00:00,0,0,0,0.4182791
86b8fc3d-fd0c-45aa-b3a8-dc7bd9c40318,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N2558,8,0.0,0.125,0.125,2026-01-28 18:57:13.301213+00:00,0,0,0,0.4182791
86b8fc3d-fd0c-45aa-b3a8-dc7bd9c40318,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N9640,9,0.0,0.11111111,0.11111111,2026-01-28 18:57:13.301213+00:00,0,0,0,0.4182791
86b8fc3d-fd0c-45aa-b3a8-dc7bd9c40318,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N24992,10,0.0,0.1,0.09933333,2026-01-28 18:57:13.301213+00:00,0,0,0,0.4182791
b179d6be-8cbd-443c-897e-e63bb36f13d3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N26467,1,0.0,1.0,1.0,2026-01-28 18:57:37.607495+00:00,0,0,0,0.42503086
b179d6be-8cbd-443c-897e-e63bb36f13d3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N45149,2,0.0,0.5,0.5,2026-01-28 18:57:37.607495+00:00,0,0,0,0.42503086
b179d6be-8cbd-443c-897e-e63bb36f13d3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N18142,3,0.0,0.33333334,0.33333334,2026-01-28 18:57:37.607495+00:00,0,0,0,0.42503086
b179d6be-8cbd-443c-897e-e63bb36f13d3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N21336,4,0.0,0.25,0.25,2026-01-28 18:57:37.607495+00:00,0,0,0,0.42503086
b179d6be-8cbd-443c-897e-e63bb36f13d3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N60880,5,0.0,0.2,0.2,2026-01-28 18:57:37.607495+00:00,0,0,0,0.42503086
b179d6be-8cbd-443c-897e-e63bb36f13d3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N62748,6,0.0,0.16666667,0.16666667,2026-01-28 18:57:37.607495+00:00,0,0,0,0.42503086
b179d6be-8cbd-443c-897e-e63bb36f13d3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N240,7,0.0,0.14285715,0.14285715,2026-01-28 18:57:37.607495+00:00,0,0,0,0.42503086
b179d6be-8cbd-443c-897e-e63bb36f13d3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N60409,8,0.0,0.125,0.1242647,2026-01-28 18:57:37.607495+00:00,0,0,0,0.42503086
b179d6be-8cbd-443c-897e-e63bb36f13d3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N45318,9,0.0,0.11111111,0.11037037,2026-01-28 18:57:37.607495+00:00,0,0,0,0.42503086
b179d6be-8cbd-443c-897e-e63bb36f13d3,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N3596,10,0.0,0.1,0.09954546,2026-01-28 18:57:37.607495+00:00,0,0,0,0.42503086
ab4597fd-1907-4f16-8947-f2108d0c02f7,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N54678,1,0.0,1.0,1.0,2026-01-28 18:57:38.547931+00:00,0,0,0,0.42529207
ab4597fd-1907-4f16-8947-f2108d0c02f7,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N31975,2,0.0,0.5,0.5,2026-01-28 18:57:38.547931+00:00,0,0,0,0.42529207
ab4597fd-1907-4f16-8947-f2108d0c02f7,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N43558,3,0.0,0.33333334,0.33333334,2026-01-28 18:57:38.547931+00:00,0,0,0,0.42529207
ab4597fd-1907-4f16-8947-f2108d0c02f7,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N9156,4,0.0,0.25,0.25,2026-01-28 18:57:38.547931+00:00,0,0,0,0.42529207
ab4597fd-1907-4f16-8947-f2108d0c02f7,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N54887,5,0.0,0.2,0.2,2026-01-28 18:57:38.547931+00:00,0,0,0,0.42529207
ab4597fd-1907-4f16-8947-f2108d0c02f7,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N48333,6,0.0,0.16666667,0.16666667,2026-01-28 18:57:38.547931+00:00,0,0,0,0.42529207
ab4597fd-1907-4f16-8947-f2108d0c02f7,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N10736,7,0.0,0.14285715,0.14285715,2026-01-28 18:57:38.547931+00:00,0,0,0,0.42529207
ab4597fd-1907-4f16-8947-f2108d0c02f7,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N51225,8,0.0,0.125,0.125,2026-01-28 18:57:38.547931+00:00,0,0,0,0.42529207
ab4597fd-1907-4f16-8947-f2108d0c02f7,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N7554,9,0.0,0.11111111,0.11,2026-01-28 18:57:38.547931+00:00,0,0,0,0.42529207
ab4597fd-1907-4f16-8947-f2108d0c02f7,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N28809,10,0.0,0.1,0.1,2026-01-28 18:57:38.547931+00:00,0,0,0,0.42529207
166d81e8-2791-4f36-915c-3af9c5510d59,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N47676,1,0.0,1.0,1.0,2026-01-28 18:57:39.352828+00:00,0,0,0,0.42551565
166d81e8-2791-4f36-915c-3af9c5510d59,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N39956,2,0.0,0.5,0.5,2026-01-28 18:57:39.352828+00:00,0,0,0,0.42551565
166d81e8-2791-4f36-915c-3af9c5510d59,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N35116,3,0.0,0.33333334,0.33333334,2026-01-28 18:57:39.352828+00:00,0,0,0,0.42551565
166d81e8-2791-4f36-915c-3af9c5510d59,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N26841,4,0.0,0.25,0.25,2026-01-28 18:57:39.352828+00:00,0,0,0,0.42551565
166d81e8-2791-4f36-915c-3af9c5510d59,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N42178,5,0.0,0.2,0.2,2026-01-28 18:57:39.352828+00:00,0,0,0,0.42551565
166d81e8-2791-4f36-915c-3af9c5510d59,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N11980,6,0.0,0.16666667,0.16574074,2026-01-28 18:57:39.352828+00:00,0,0,0,0.42551565
166d81e8-2791-4f36-915c-3af9c5510d59,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N48113,7,0.0,0.14285715,0.14285715,2026-01-28 18:57:39.352828+00:00,0,0,0,0.42551565
166d81e8-2791-4f36-915c-3af9c5510d59,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N11796,8,0.0,0.125,0.125,2026-01-28 18:57:39.352828+00:00,0,0,0,0.42551565
166d81e8-2791-4f36-915c-3af9c5510d59,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N3432,9,0.0,0.11111111,0.11066667,2026-01-28 18:57:39.352828+00:00,0,0,0,0.42551565
166d81e8-2791-4f36-915c-3af9c5510d59,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N43858,10,0.0,0.1,0.1,2026-01-28 18:57:39.352828+00:00,0,0,0,0.42551565
c124c25b-543d-4911-b9b4-2a696369aa85,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N20917,1,0.0,1.0,1.0,2026-01-28 18:57:39.983427+00:00,0,0,0,0.42569083
c124c25b-543d-4911-b9b4-2a696369aa85,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N32544,2,0.0,0.5,0.5,2026-01-28 18:57:39.983427+00:00,0,0,0,0.42569083
c124c25b-543d-4911-b9b4-2a696369aa85,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N27725,3,0.0,0.33333334,0.33333334,2026-01-28 18:57:39.983427+00:00,0,0,0,0.42569083
c124c25b-543d-4911-b9b4-2a696369aa85,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N42424,4,0.0,0.25,0.25,2026-01-28 18:57:39.983427+00:00,0,0,0,0.42569083
c124c25b-543d-4911-b9b4-2a696369aa85,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N16031,5,0.0,0.2,0.2,2026-01-28 18:57:39.983427+00:00,0,0,0,0.42569083
c124c25b-543d-4911-b9b4-2a696369aa85,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N55072,6,0.0,0.16666667,0.16666667,2026-01-28 18:57:39.983427+00:00,0,0,0,0.42569083
c124c25b-543d-4911-b9b4-2a696369aa85,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N36615,7,0.0,0.14285715,0.14285715,2026-01-28 18:57:39.983427+00:00,0,0,0,0.42569083
c124c25b-543d-4911-b9b4-2a696369aa85,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N42958,8,0.0,0.125,0.125,2026-01-28 18:57:39.983427+00:00,0,0,0,0.42569083
c124c25b-543d-4911-b9b4-2a696369aa85,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N189,9,0.0,0.11111111,0.11111111,2026-01-28 18:57:39.983427+00:00,0,0,0,0.42569083
c124c25b-543d-4911-b9b4-2a696369aa85,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N23539,10,0.0,0.1,0.1,2026-01-28 18:57:39.983427+00:00,0,0,0,0.42569083
8f6c272f-6193-4de7-bf76-10f86e953f75,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N26620,1,0.0,1.0,1.0,2026-01-28 18:57:41.040713+00:00,0,0,0,0.4259845
8f6c272f-6193-4de7-bf76-10f86e953f75,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N27432,2,0.0,0.5,0.5,2026-01-28 18:57:41.040713+00:00,0,0,0,0.4259845
8f6c272f-6193-4de7-bf76-10f86e953f75,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N20131,3,0.0,0.33333334,0.33333334,2026-01-28 18:57:41.040713+00:00,0,0,0,0.4259845
8f6c272f-6193-4de7-bf76-10f86e953f75,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N64983,4,0.0,0.25,0.25,2026-01-28 18:57:41.040713+00:00,0,0,0,0.4259845
8f6c272f-6193-4de7-bf76-10f86e953f75,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N51431,5,0.0,0.2,0.2,2026-01-28 18:57:41.040713+00:00,0,0,0,0.4259845
8f6c272f-6193-4de7-bf76-10f86e953f75,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N806,6,0.0,0.16666667,0.16666667,2026-01-28 18:57:41.040713+00:00,0,0,0,0.4259845
8f6c272f-6193-4de7-bf76-10f86e953f75,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N44880,7,0.0,0.14285715,0.14285715,2026-01-28 18:57:41.040713+00:00,0,0,0,0.4259845
8f6c272f-6193-4de7-bf76-10f86e953f75,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N54381,8,0.0,0.125,0.12361111,2026-01-28 18:57:41.040713+00:00,0,0,0,0.4259845
8f6c272f-6193-4de7-bf76-10f86e953f75,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N24191,9,0.0,0.11111111,0.11025641,2026-01-28 18:57:41.040713+00:00,0,0,0,0.4259845
8f6c272f-6193-4de7-bf76-10f86e953f75,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N30966,10,0.0,0.1,0.1,2026-01-28 18:57:41.040713+00:00,0,0,0,0.4259845
28b6cc59-ae2e-4285-aebd-ae1e78bc9a01,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N7892,1,0.0,1.0,1.0,2026-01-28 18:57:42.112161+00:00,0,0,0,0.42628214
28b6cc59-ae2e-4285-aebd-ae1e78bc9a01,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N46998,2,0.0,0.5,0.5,2026-01-28 18:57:42.112161+00:00,0,0,0,0.42628214
28b6cc59-ae2e-4285-aebd-ae1e78bc9a01,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N62800,3,0.0,0.33333334,0.33333334,2026-01-28 18:57:42.112161+00:00,0,0,0,0.42628214
28b6cc59-ae2e-4285-aebd-ae1e78bc9a01,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N38787,4,0.0,0.25,0.24895833,2026-01-28 18:57:42.112161+00:00,0,0,0,0.42628214
28b6cc59-ae2e-4285-aebd-ae1e78bc9a01,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N18553,5,0.0,0.2,0.2,2026-01-28 18:57:42.112161+00:00,0,0,0,0.42628214
28b6cc59-ae2e-4285-aebd-ae1e78bc9a01,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N151,6,0.0,0.16666667,0.16666667,2026-01-28 18:57:42.112161+00:00,0,0,0,0.42628214
28b6cc59-ae2e-4285-aebd-ae1e78bc9a01,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N37610,7,0.0,0.14285715,0.14285715,2026-01-28 18:57:42.112161+00:00,0,0,0,0.42628214
28b6cc59-ae2e-4285-aebd-ae1e78bc9a01,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N61322,8,0.0,0.125,0.125,2026-01-28 18:57:42.112161+00:00,0,0,0,0.42628214
28b6cc59-ae2e-4285-aebd-ae1e78bc9a01,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N12815,9,0.0,0.11111111,0.11060606,2026-01-28 18:57:42.112161+00:00,0,0,0,0.42628214
28b6cc59-ae2e-4285-aebd-ae1e78bc9a01,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N11653,10,0.0,0.1,0.09941176,2026-01-28 18:57:42.112161+00:00,0,0,0,0.42628214
8aa55411-e51f-4af1-b30e-d602bac719e0,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N54594,1,0.0,1.0,1.0,2026-01-28 18:57:43.280773+00:00,0,0,0,0.42660674
8aa55411-e51f-4af1-b30e-d602bac719e0,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N25767,2,0.0,0.5,0.5,2026-01-28 18:57:43.280773+00:00,0,0,0,0.42660674
8aa55411-e51f-4af1-b30e-d602bac719e0,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N31480,3,0.0,0.33333334,0.33333334,2026-01-28 18:57:43.280773+00:00,0,0,0,0.42660674
8aa55411-e51f-4af1-b30e-d602bac719e0,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N16710,4,0.0,0.25,0.25,2026-01-28 18:57:43.280773+00:00,0,0,0,0.42660674
8aa55411-e51f-4af1-b30e-d602bac719e0,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N48915,5,0.0,0.2,0.2,2026-01-28 18:57:43.280773+00:00,0,0,0,0.42660674
8aa55411-e51f-4af1-b30e-d602bac719e0,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N41571,6,0.0,0.16666667,0.16666667,2026-01-28 18:57:43.280773+00:00,0,0,0,0.42660674
8aa55411-e51f-4af1-b30e-d602bac719e0,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N16325,7,0.0,0.14285715,0.14142857,2026-01-28 18:57:43.280773+00:00,0,0,0,0.42660674
8aa55411-e51f-4af1-b30e-d602bac719e0,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N30615,8,0.0,0.125,0.1225,2026-01-28 18:57:43.280773+00:00,0,0,0,0.42660674
8aa55411-e51f-4af1-b30e-d602bac719e0,0a3a442a-eba4-4ee5-af86-966d0e2bb8d1,N61482,9,0.0,0.11111111,0.11111111,2026-01-28 18:57:43.280773+00:00,0,0,0,0.42660674
